run_id,arm,protocol,phase,hidden_size,seed,checkpoint,state_capacity,service_case,slice_origin_instructions,simulation_instructions,observed_trace_origin_records,milestone,status,first_window_end,confirmed_at_instructions,ipc,useful_prefetch_coverage,selected_accuracy,legacy_timeliness,request_pressure,cumulative_cycles_saved_vs_stride,total_eligible_callbacks,total_supervised_decisions,total_positive_actions,total_completed_updates,total_training_sample_exposures,total_published_versions,confirmation_ipc,confirmation_useful_prefetch_coverage,confirmation_selected_accuracy,confirmation_legacy_timeliness,confirmation_request_pressure,confirmation_cumulative_cycles_saved_vs_stride,confirmation_total_eligible_callbacks,confirmation_total_supervised_decisions,confirmation_total_positive_actions,confirmation_total_completed_updates,confirmation_total_training_sample_exposures,confirmation_total_published_versions,cumulative_cycles_saved_at_confirmation
cold_frozen_i20m_h8_s7_state0_mac0,frozen,cold,final,8,7,i20m,0,0,25000000,25000000,25000000,99_percent_frozen_i1m_window_ipc,REACHED,1000000.0,3000000.0,0.40361200455112894,0.570913321698662,0.27704381210478773,0.9991855019344329,1.0936708860759494,305430.0,16196.0,0.0,0.0,0.0,0.0,0.0,0.40831175745954956,0.5785526809148857,0.2602316168203283,1.0,1.1025847641480195,866398.0,48453.0,0.0,0.0,0.0,0.0,0.0,866398.0
cold_none_h0_s7_state0_mac0,no_pref,cold,final,0,7,,0,0,25000000,25000000,25000000,positive_cumulative_cycle_saving_vs_stride,NOT REACHED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cold_none_h0_s7_state0_mac0,no_pref,cold,final,0,7,,0,0,25000000,25000000,25000000,positive_window_cycle_saving_vs_stride,NOT REACHED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cold_none_h0_s7_state0_mac0,no_pref,cold,final,0,7,,0,0,25000000,25000000,25000000,99_percent_frozen_i1m_window_ipc,NOT REACHED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cold_online_random_h16_s17_state0_mac0,scratch,cold,final,16,17,,0,0,25000000,25000000,25000000,positive_cumulative_cycle_saving_vs_stride,REACHED,1000000.0,3000000.0,0.39920366852203226,0.539848749272833,0.24615384615384617,0.9967776584317938,1.2275393640012349,278070.0,16196.0,16196.0,5013.0,253.0,16192.0,253.0,0.40909901668960347,0.5889263842019747,0.2654797453377655,1.0,1.1001673588297278,844094.0,48453.0,48453.0,14999.0,757.0,48448.0,757.0,844094.0
cold_online_random_h16_s17_state0_mac0,scratch,cold,final,16,17,,0,0,25000000,25000000,25000000,positive_window_cycle_saving_vs_stride,REACHED,1000000.0,3000000.0,0.39920366852203226,0.539848749272833,0.24615384615384617,0.9967776584317938,1.2275393640012349,278070.0,16196.0,16196.0,5013.0,253.0,16192.0,253.0,0.40909901668960347,0.5889263842019747,0.2654797453377655,1.0,1.1001673588297278,844094.0,48453.0,48453.0,14999.0,757.0,48448.0,757.0,844094.0
cold_online_random_h16_s17_state0_mac0,scratch,cold,final,16,17,,0,0,25000000,25000000,25000000,99_percent_frozen_i1m_window_ipc,REACHED,2000000.0,4000000.0,0.4077789544466052,0.5874500998003992,0.24805099030762748,0.9997876857749469,1.1773023255813952,552993.0,32320.0,32320.0,10128.0,505.0,32320.0,505.0,0.4090392771785125,0.5924537731134433,0.25980714442252906,0.9997891629770188,1.1336645962732919,1140629.0,64553.0,64553.0,19951.0,1008.0,64512.0,1008.0,1140629.0
cold_online_random_h16_s27_state0_mac0,scratch,cold,final,16,27,,0,0,25000000,25000000,25000000,positive_cumulative_cycle_saving_vs_stride,REACHED,1000000.0,3000000.0,0.40036000371534086,0.5499709133216987,0.2519051425526246,0.9972573839662447,1.1846866316764433,285305.0,16196.0,16196.0,4994.0,253.0,16192.0,253.0,0.4094313326334787,0.590801149856268,0.2702996340347667,1.0,1.0839893386226989,856915.0,48453.0,48453.0,14983.0,757.0,48448.0,757.0,856915.0
cold_online_random_h16_s27_state0_mac0,scratch,cold,final,16,27,,0,0,25000000,25000000,25000000,positive_window_cycle_saving_vs_stride,REACHED,1000000.0,3000000.0,0.40036000371534086,0.5499709133216987,0.2519051425526246,0.9972573839662447,1.1846866316764433,285305.0,16196.0,16196.0,4994.0,253.0,16192.0,253.0,0.4094313326334787,0.590801149856268,0.2702996340347667,1.0,1.0839893386226989,856915.0,48453.0,48453.0,14983.0,757.0,48448.0,757.0,856915.0
cold_online_random_h16_s27_state0_mac0,scratch,cold,final,16,27,,0,0,25000000,25000000,25000000,99_percent_frozen_i1m_window_ipc,REACHED,2000000.0,4000000.0,0.4083787892957385,0.5865768463073853,0.2509339310492048,1.0,1.162046511627907,563830.0,32320.0,32320.0,10131.0,505.0,32320.0,505.0,0.40871327660120577,0.5915792103948025,0.26745368278355175,0.9993668214436471,1.0996273291925467,1151500.0,64553.0,64553.0,19935.0,1008.0,64512.0,1008.0,1151500.0
cold_online_random_h16_s7_state0_mac0,scratch,cold,final,16,7,,0,0,25000000,25000000,25000000,positive_cumulative_cycle_saving_vs_stride,REACHED,1000000.0,3000000.0,0.399289105676254,0.5363583478766725,0.24050500834724542,0.9976195628651807,1.2613769682000617,278606.0,16196.0,16196.0,4997.0,253.0,16192.0,253.0,0.4096349415328048,0.5911761029871266,0.2693621867881549,1.0,1.0884522407487758,854054.0,48453.0,48453.0,14997.0,757.0,48448.0,757.0,854054.0
cold_online_random_h16_s7_state0_mac0,scratch,cold,final,16,7,,0,0,25000000,25000000,25000000,positive_window_cycle_saving_vs_stride,REACHED,1000000.0,3000000.0,0.399289105676254,0.5363583478766725,0.24050500834724542,0.9976195628651807,1.2613769682000617,278606.0,16196.0,16196.0,4997.0,253.0,16192.0,253.0,0.4096349415328048,0.5911761029871266,0.2693621867881549,1.0,1.0884522407487758,854054.0,48453.0,48453.0,14997.0,757.0,48448.0,757.0,854054.0
